Initial_check,Initials_data_extraction,TMF_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,Censored_data_strategy,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMF_845,FW_098,S_050,PFOA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,-0.22,na,na,na,na,na,378,,,na,na,0.532,0.532,na,Data extracted from Table S3 and Table S10.
,LR,TMF_846,FW_098,S_050,PFOS,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,1.45,na,na,na,na,na,378,,,na,na,0.001,0.001,na,Data extracted from Table S3 and Table S10.
,LR,TMF_847,FW_098,S_050,PFNA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,0.56,na,na,na,na,na,378,,,na,na,0.045,0.045,na,Data extracted from Table S3 and Table S10.
,LR,TMF_848,FW_098,S_050,PFDA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,0.7,na,na,na,na,na,378,,,na,na,0.021,0.021,na,Data extracted from Table S3 and Table S10.
,LR,TMF_849,FW_098,S_050,PFUnDA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,0.78,na,na,na,na,na,378,,,na,na,0.01,0.01,na,Data extracted from Table S3 and Table S10.
,LR,TMF_850,FW_098,S_050,PFDoDA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,0.69,na,na,na,na,na,378,,,na,na,0.019,0.019,na,Data extracted from Table S3 and Table S10.
,LR,TMF_851,FW_098,S_050,F53B,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,1.25,na,na,na,na,na,378,,,na,na,0.035,0.035,na,Data extracted from Table S3 and Table S10.
,LR,TMF_852,FW_098,S_050,8:2 Cl-PFESA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,1.64,na,na,na,na,na,378,,,na,na,0.021,0.021,na,Data extracted from Table S3 and Table S10.
,LR,TMF_853,FW_098,S_050,HFPO-TrA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,0.91,na,na,na,na,na,378,,,na,na,0.001,0.001,na,Data extracted from Table S3 and Table S10.
,LR,TMF_854,FW_098,S_050,6:2 H-PFESA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,0.6,na,na,na,na,na,378,,,na,na,0.044,0.044,na,Data extracted from Table S3 and Table S10.
,LR,TMF_855,FW_098,S_050,4:2 FTSA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,-1.17,na,na,na,na,na,378,,,na,na,0.033,0.033,na,Data extracted from Table S3 and Table S10.
,LR,TMF_856,FW_098,S_050,HFPO-DA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,-0.32,na,na,na,na,na,378,,,na,na,0.047,0.047,na,Data extracted from Table S3 and Table S10.
,LR,TMF_857,FW_098,S_050,ADONA,specific tissues and whole-organisms,Whole organism for plankton and specific tissue for invertebrates and fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,-0.75,na,na,na,na,na,378,,,na,na,0.631,0.631,na,Data extracted from Table S3 and Table S10.
,LR,TMF_858,FW_099,S_051,PFNA,specific tissues,"""Then, they were rinsed with clear water, the soft tissues of bivalves were collected freeze-dried and ground."" ",no,na,Linear regression,na,dry weight concentrations (dw),"""Biota samples (3 Cerastoderma edule pools, 6 Scrobicularia plana pools, 4 Lagis koreni pools and 4 Nephtys spp. pools) were processed using a previously published method (Munoz et al., 2017; Simonnet-Laprade et al., 2019): microwave-assisted extraction was performed on 0.2 g samples (dry weight, dw) with 10 mL of MeOH and followed by Strata X-AW/graphitized carbon clean-up. """,zero,not provided,,10^slope,1.9,1.7,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table 36. SE calculated from 95% CIs.
,LR,TMF_859,FW_099,S_051,PFDA,specific tissues,"""Then, they were rinsed with clear water, the soft tissues of bivalves were collected freeze-dried and ground."" ",no,na,Linear regression,na,dry weight concentrations (dw),"""Biota samples (3 Cerastoderma edule pools, 6 Scrobicularia plana pools, 4 Lagis koreni pools and 4 Nephtys spp. pools) were processed using a previously published method (Munoz et al., 2017; Simonnet-Laprade et al., 2019): microwave-assisted extraction was performed on 0.2 g samples (dry weight, dw) with 10 mL of MeOH and followed by Strata X-AW/graphitized carbon clean-up. """,zero,not provided,,10^slope,2.2,2,2.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table 36. SE calculated from 95% CIs.
,LR,TMF_860,FW_099,S_051,PFDoDA,specific tissues,"""Then, they were rinsed with clear water, the soft tissues of bivalves were collected freeze-dried and ground."" ",no,na,Linear regression,na,dry weight concentrations (dw),"""Biota samples (3 Cerastoderma edule pools, 6 Scrobicularia plana pools, 4 Lagis koreni pools and 4 Nephtys spp. pools) were processed using a previously published method (Munoz et al., 2017; Simonnet-Laprade et al., 2019): microwave-assisted extraction was performed on 0.2 g samples (dry weight, dw) with 10 mL of MeOH and followed by Strata X-AW/graphitized carbon clean-up. """,zero,not provided,,10^slope,1.3,1.3,1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table 36 (pag. 179). SE calculated from 95% CIs.
,LR,TMF_861,FW_099,S_051,PFTrDA,specific tissues,"""Then, they were rinsed with clear water, the soft tissues of bivalves were collected freeze-dried and ground."" ",no,na,Linear regression,na,dry weight concentrations (dw),"""Biota samples (3 Cerastoderma edule pools, 6 Scrobicularia plana pools, 4 Lagis koreni pools and 4 Nephtys spp. pools) were processed using a previously published method (Munoz et al., 2017; Simonnet-Laprade et al., 2019): microwave-assisted extraction was performed on 0.2 g samples (dry weight, dw) with 10 mL of MeOH and followed by Strata X-AW/graphitized carbon clean-up. """,zero,not provided,,10^slope,2.5,2,3.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table 36 (pag. 179). SE calculated from 95% CIs.
,LR,TMF_862,FW_099,S_051,PFOS,specific tissues,"""Then, they were rinsed with clear water, the soft tissues of bivalves were collected freeze-dried and ground."" ",no,na,Linear regression,na,dry weight concentrations (dw),"""Biota samples (3 Cerastoderma edule pools, 6 Scrobicularia plana pools, 4 Lagis koreni pools and 4 Nephtys spp. pools) were processed using a previously published method (Munoz et al., 2017; Simonnet-Laprade et al., 2019): microwave-assisted extraction was performed on 0.2 g samples (dry weight, dw) with 10 mL of MeOH and followed by Strata X-AW/graphitized carbon clean-up. """,zero,not provided,,10^slope,1.3,1.3,1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table 36 (pag. 179). SE calculated from 95% CIs.
,LR,TMF_863,FW_099,S_051,FOSA,specific tissues,"""Then, they were rinsed with clear water, the soft tissues of bivalves were collected freeze-dried and ground."" ",no,na,Linear regression,na,dry weight concentrations (dw),"""Biota samples (3 Cerastoderma edule pools, 6 Scrobicularia plana pools, 4 Lagis koreni pools and 4 Nephtys spp. pools) were processed using a previously published method (Munoz et al., 2017; Simonnet-Laprade et al., 2019): microwave-assisted extraction was performed on 0.2 g samples (dry weight, dw) with 10 mL of MeOH and followed by Strata X-AW/graphitized carbon clean-up. """,zero,not provided,,10^slope,2.4,2.1,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table 36 (pag. 179). SE calculated from 95% CIs.
,LR,TMF_864,FW_100,S_052,PFOA,specific tissues and whole-organisms,Whole body of crustaceans and muscle of fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,the limit value divided by two,,10^slope,na,na,na,na,na,na,na,na,-0.16502,0.06941,,6,,na,na,na,na,na,Raw data extracted from Fig. 6 using MetaDigitise.
,LR,TMF_865,FW_101,S_052,PFOA,specific tissues and whole-organisms,Whole body of crustaceans and muscle of fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,the limit value divided by two,,10^slope,na,na,na,na,na,na,na,na,-0.1045,0.0483,,5,,na,na,na,na,na,Raw data extracted from Fig. 6 using MetaDigitise.
,LR,TMF_866,FW_101,S_052,PFUnDA,specific tissues and whole-organisms,Whole body of crustaceans and muscle of fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,the limit value divided by two,,10^slope,na,na,na,na,na,na,na,na,-0.24555,0.06287,,5,,na,na,na,na,na,Raw data extracted from Fig. 6 using MetaDigitise.
,LR,TMF_867,FW_102,S_052,PFOA,specific tissues and whole-organisms,Whole body of crustaceans and muscle of fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,the limit value divided by two,,10^slope,na,na,na,na,na,na,na,na,-0.09357,0.09254,,6,,na,na,na,na,na,Raw data extracted from Fig. 6 using MetaDigitise.
,LR,TMF_868,FW_103,S_052,PFTrDA,specific tissues and whole-organisms,Whole body of crustaceans and muscle of fish,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,the limit value divided by two,,10^slope,na,na,na,na,na,na,na,na,0.97941,0.06286,,5,,na,na,na,na,na,Raw data extracted from Fig. 6 using MetaDigitise.
,LR,TMF_869,FW_104,S_053,PFOS,whole-organisms only,na,no,na,Linear regression,na,dry weight concentrations (dw),na,the limit value divided by two,used without alteration,,10^slope,na,na,na,na,na,na,na,na,0.06616,0.04848,71,,,na,na,0.2,0.2,na,Raw data extracted from Fig. 4 using MetaDigitise.
,LR,TMF_870,FW_105,S_053,PFOS,whole-organisms only,na,no,na,Linear regression,na,dry weight concentrations (dw),na,the limit value divided by two,used without alteration,,10^slope,na,na,na,na,na,na,na,na,0.21637,0.05867,32,,,na,na,0.003,0.003,na,Raw data extracted from Fig. 4 using MetaDigitise.
,LR,TMF_871,FW_106,S_054,PFOS,whole-organisms only,na,no,na,Linear regression,na,dry weight concentrations (dw),na,the limit value divided by two,used without alteration,,10^slope,na,na,na,na,na,na,na,na,0.09884,0.04235,28,,,na,na,na,na,na,Raw data extracted from Fig. S10 using WebPlot Digitiser.
,LR,TMF_872,FW_107,S_054,PFOS,whole-organisms only,na,no,na,Linear regression,na,dry weight concentrations (dw),na,the limit value divided by two,used without alteration,,10^slope,na,na,na,na,na,na,na,na,0.05135,0.04569,27,,,na,na,na,na,na,Raw data extracted from Fig. S10 using WebPlot Digitiser.
,LR,TMF_873,FW_108,S_055,PFBA,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,0.65,na,na,na,-0.19,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_874,FW_108,S_055,PFHxA,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,0.66,na,na,na,-0.18,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_875,FW_108,S_055,PFOA,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,0.45,na,na,na,-0.354,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_876,FW_108,S_055,PFBS,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,0.87,na,na,na,-0.06,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_877,FW_108,S_055,PFHxS,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_878,FW_108,S_055,PFOS,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,1.78,na,na,na,0.25,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_879,FW_108,S_055,F53B,specific tissues,Muscle tissues,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,0.47,na,na,na,-0.33,na,na,na,na,na,39,,,na,na,na,na,na,Data extracted from Table 2. Standard error not provided.
,LR,TMF_880,FW_109,S_056,PFOS,specific tissues and whole-organisms,Whole blood in fish and whole organism for zooplankton,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,1.9157,0.4859,27,,,na,na,na,na,na,Raw data extracted from Fig. 3 using WebPlot Digitizer.
,LR,TMF_881,FW_110,S_056,PFOS,specific tissues and whole-organisms,Whole blood in fish and whole organism for zooplankton,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.376,0.727,29,,,na,na,na,na,na,Raw data extracted from Fig. 3 using WebPlot Digitizer.
,LR,TMF_882,FW_111,S_057,ΣPFCs,specific tissues,Soft tissue,no,na,Linear regression,[PFCs] against TLs,dry weight concentrations (dw),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,-0.1822,0.3656,137,,,na,na,na,na,na,Raw data extracted from Fig. S1 using WebPlot Digitizer.
,LR,TMF_883,FW_112,S_058,PFOS,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,0.09392,0.01877,75,,,na,na,na,na,na,Raw data extracted from Figure 3 using WebPlot Digitizer.
,LR,TMF_884,FW_113,S_059,PFDA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.3034,0.2488,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_885,FW_113,S_059,PFDA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.5783,0.2904,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_886,FW_113,S_059,PFDA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,-0.03311,0.1145,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_887,FW_113,S_059,PFDA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_888,FW_113,S_059,PFDA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.718,0.1876,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_889,FW_113,S_059,PFDA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_890,FW_113,S_059,PFDA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_891,FW_113,S_059,PFUnDA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.5057,0.2271,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_892,FW_113,S_059,PFUnDA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_893,FW_113,S_059,PFUnDA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.0336,0.0995,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_894,FW_113,S_059,PFUnDA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.00028,0.17168,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_895,FW_113,S_059,PFUnDA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.7508,0.1999,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_896,FW_113,S_059,PFUnDA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_897,FW_113,S_059,PFUnDA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.1853,0.1775,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_898,FW_113,S_059,PFDoDA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.3684,0.2873,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_899,FW_113,S_059,PFDoDA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.0886,0.1697,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_900,FW_113,S_059,PFDoDA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.04931,0.1347,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_901,FW_113,S_059,PFDoDA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,-0.06733,0.16667,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_902,FW_113,S_059,PFDoDA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.6938,0.1704,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_903,FW_113,S_059,PFDoDA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,-0.06564,0.1693,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_904,FW_113,S_059,PFTrDA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.4555,0.3981,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_905,FW_113,S_059,PFTrDA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.1236,0.1255,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_906,FW_113,S_059,PFTrDA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.1179,0.1074,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_907,FW_113,S_059,PFTrDA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.05048,0.1376,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_908,FW_113,S_059,PFTrDA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.81,0.1749,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_909,FW_113,S_059,PFTrDA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.2806,0.1314,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_910,FW_113,S_059,PFTrDA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.2606,0.1341,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_911,FW_113,S_059,PFOS,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.3609,0.1088,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_912,FW_113,S_059,PFOS,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_913,FW_113,S_059,PFOS,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_914,FW_113,S_059,PFOS,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_915,FW_113,S_059,PFOS,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_916,FW_113,S_059,PFOS,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_917,FW_113,S_059,PFOS,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_918,FW_113,S_059,FOSA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.6399,0.2198,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_919,FW_113,S_059,FOSA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_920,FW_113,S_059,FOSA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_921,FW_113,S_059,FOSA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_922,FW_113,S_059,FOSA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_923,FW_113,S_059,FOSA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_924,FW_113,S_059,FOSA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_925,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.749,0.1151,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_926,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
